0.316228 0.379473 0.458407
0.129099 0.212742 0.008259
0.095346 0.166133 0.159774
0.079057 0.127950 0.033407
0.069007 0.116746 0.074926
0.062017 0.103274 0.033900
0.056796 0.097731 0.122238
0.052705 0.082050 0.113963
0.049386 0.081767 0.019641
0.046625 0.070340 0.171451
0.044281 0.071108 0.050564
0.042258 0.069774 0.013021
0.040489 0.064582 0.064965
0.038925 0.064783 0.032502
0.037529 0.062157 0.020466
0.036274 0.061328 0.073172
0.035136 0.057961 0.010728
0.034100 0.054678 0.053756
0.033150 0.054409 0.001264
0.032275 0.052622 0.016741
