       t     Original        Noisy      AmpFilt     FreqFilt
  0,0000       1,0000       1,1938       1,0046       0,9794
  0,0010       0,9995       1,1627       1,0038       0,9785
  0,0020       0,9981       1,0955       1,0021       0,9767
  0,0029       0,9958       1,1204       0,9994       0,9742
  0,0039       0,9925       1,0880       0,9957       0,9708
  0,0049       0,9883       0,8076       0,9912       0,9667
  0,0059       0,9831       0,7899       0,9857       0,9617
  0,0068       0,9770       0,8368       0,9792       0,9559
  0,0078       0,9700       0,8479       0,9719       0,9493
  0,0088       0,9621       1,0142       0,9636       0,9419
  0,0098       0,9533       1,1172       0,9545       0,9336
  0,0107       0,9436       0,9417       0,9444       0,9246
  0,0117       0,9330       0,8086       0,9334       0,9147
  0,0127       0,9215       0,9059       0,9216       0,9040
  0,0137       0,9092       0,7406       0,9089       0,8926
  0,0146       0,8960       1,0345       0,8953       0,8803
  0,0156       0,8819       0,9085       0,8809       0,8671
  0,0166       0,8670       0,7692       0,8657       0,8532
  0,0176       0,8514       0,6541       0,8496       0,8385
  0,0186       0,8349       1,0112       0,8328       0,8230
  0,0195       0,8176       0,6816       0,8152       0,8067
  0,0205       0,7995       0,6093       0,7968       0,7896
  0,0215       0,7807       0,8925       0,7776       0,7717
  0,0225       0,7612       0,5621       0,7577       0,7531
  0,0234       0,7410       0,8428       0,7371       0,7336
  0,0244       0,7200       0,7751       0,7159       0,7135
  0,0254       0,6984       0,7724       0,6939       0,6926
  0,0264       0,6761       0,8359       0,6713       0,6710
  0,0273       0,6532       0,6616       0,6480       0,6486
  0,0283       0,6296       0,4858       0,6242       0,6256
  0,0293       0,6055       0,6439       0,5997       0,6018
  0,0303       0,5808       0,7218       0,5747       0,5775
  0,0313       0,5556       0,6589       0,5492       0,5524
  0,0322       0,5298       0,3587       0,5231       0,5268
  0,0332       0,5035       0,5402       0,4966       0,5005
  0,0342       0,4768       0,3142       0,4695       0,4737
  0,0352       0,4496       0,6166       0,4421       0,4463
  0,0361       0,4220       0,3041       0,4142       0,4184
  0,0371       0,3940       0,3568       0,3859       0,3900
  0,0381       0,3656       0,4845       0,3573       0,3611
  0,0391       0,3369       0,5096       0,3283       0,3318
  0,0400       0,3078       0,4632       0,2990       0,3021
  0,0410       0,2785       0,2757       0,2695       0,2719
  0,0420       0,2489       0,1260       0,2397       0,2415
  0,0430       0,2191       0,3220       0,2096       0,2107
  0,0439       0,1891       0,0345       0,1794       0,1797
  0,0449       0,1589       0,0326       0,1490       0,1484
  0,0459       0,1285       0,0821       0,1184       0,1168
  0,0469       0,0980      -0,0367       0,0878       0,0852
  0,0479       0,0674       0,0587       0,0570       0,0533
  0,0488       0,0368       0,1169       0,0262       0,0214
  0,0498       0,0061      -0,1319      -0,0046      -0,0106
  0,0508      -0,0245      -0,2201      -0,0354      -0,0426
  0,0518      -0,0552      -0,0366      -0,0662      -0,0746
  0,0527      -0,0858       0,0435      -0,0969      -0,1065
  0,0537      -0,1163       0,0677      -0,1275      -0,1384
  0,0547      -0,1467      -0,2954      -0,1580      -0,1701
  0,0557      -0,1770      -0,0805      -0,1884      -0,2017
  0,0566      -0,2071      -0,3843      -0,2186      -0,2331
  0,0576      -0,2370      -0,3966      -0,2486      -0,2642
  0,0586      -0,2667      -0,3214      -0,2783      -0,2951
  0,0596      -0,2962      -0,4491      -0,3078      -0,3257
  0,0605      -0,3253      -0,2740      -0,3370      -0,3559
  0,0615      -0,3542      -0,5324      -0,3658      -0,3857
  0,0625      -0,3827      -0,5690      -0,3944      -0,4152
  0,0635      -0,4108      -0,5879      -0,4225      -0,4442
  0,0645      -0,4386      -0,3439      -0,4503      -0,4727
  0,0654      -0,4660      -0,6192      -0,4776      -0,5008
  0,0664      -0,4929      -0,3452      -0,5045      -0,5283
