	h	 x	y_num	y_exact	error
     0,100      0,000	0,000	0,000	0,000000E+000
     0,100      0,100	0,000	0,000	0,000000E+000
     0,200      0,300	0,009	0,009	3,469447E-018
     0,400      0,700	0,114	0,114	1,387779E-017
     0,300      1,000	0,333	0,333	5,551115E-017
