-0.97000436 0.24308753 0 0 0.97000436 -0.24308753
-0.96953755006228 0.243519743800295 -0.00093240737 -0.00086473146 0.97046995743228 -0.242655012340295
-0.969006934227713 0.244009305442293 -0.00198933223047558 -0.00184493405947799 0.970996266458189 -0.242164371382815
-0.968431319400293 0.244538316092402 -0.00313239696243271 -0.00290500160020444 0.971563716362726 -0.241633314492197
-0.967824849878478 0.245093369437144 -0.0043328380174437 -0.00401824060184348 0.972157687895922 -0.241075128835301
-0.967197419687129 0.245665124332032 -0.00557060345981891 -0.00516603510744967 0.972768023146947 -0.240499089224583
-0.966555662461844 0.246247341558303 -0.00683229548941433 -0.00633593967472006 0.973387957951258 -0.239911401883583
-0.965903913724145 0.246835957901055 -0.0081091885450225 -0.0075198419029904 0.974013102269167 -0.239316115998065
-0.965244963113948 0.24742836712954 -0.00939568834066146 -0.00871253353888204 0.97464065145461 -0.238715833590658
-0.964580588371941 0.248022912358989 -0.0106882427856238 -0.00991070048997896 0.975268831157565 -0.23811221186901
-0.963911915634203 0.248618545239062 -0.0119846100958455 -0.0111122440324006 0.975896525730049 -0.237506301206662
-0.963239655619178 0.249214603610985 -0.0132833808566287 -0.0123158375187358 0.976523036475807 -0.236898766092249
-0.96256425583665 0.249810668895282 -0.0145836711758921 -0.0135206417619732 0.977147927012543 -0.236290027133308
-0.9618859976702 0.250406475554819 -0.0158849276946571 -0.0147261241681912 0.977770925364857 -0.235680351386628
-0.961205057908224 0.251001853978858 -0.0171868044555288 -0.015931944522097 0.978391862363753 -0.235069909456761
-0.960521547590405 0.251596694591116 -0.0184890854489428 -0.0171378831432456 0.979010633039348 -0.23445881144787
-0.95983553647336 0.252190925349637 -0.0197916360090821 -0.0183437958037866 0.979627172482443 -0.23384712954585
-0.959147068416007 0.252784497663092 -0.021094372359017 -0.0195495854818798 0.980241440775024 -0.233234912181213
-0.958456171045667 0.253377377583607 -0.022397242545548 -0.0207551846803657 0.980853413591215 -0.232622192903241
-0.95776286182741 0.253969540302544 -0.0237002145109271 -0.0219605443655241 0.981463076338337 -0.23200899593702
-0.957067151873616 0.254560966711884 -0.0250032686323979 -0.0231656270499538 0.982070420506014 -0.23139533966193
